date,open,high,low,close,volume,symbol
2026-02-13,66184.57765470445,66184.57765470445,66184.57765470445,66184.57765470445,0,BTCUSDT
2026-02-14,68838.87490510389,68838.87490510389,68838.87490510389,68838.87490510389,0,BTCUSDT
2026-02-15,69765.59638824302,69765.59638824302,69765.59638824302,69765.59638824302,0,BTCUSDT
2026-02-16,68716.58337486399,68716.58337486399,68716.58337486399,68716.58337486399,0,BTCUSDT
2026-02-17,68907.78353606178,68907.78353606178,68907.78353606178,68907.78353606178,0,BTCUSDT
2026-02-18,67489.45540267964,67489.45540267964,67489.45540267964,67489.45540267964,0,BTCUSDT
2026-02-19,66456.3537620677,66456.3537620677,66456.3537620677,66456.3537620677,0,BTCUSDT
2026-02-20,66918.68417467622,66918.68417467622,66918.68417467622,66918.68417467622,0,BTCUSDT
2026-02-21,67970.29403133177,67970.29403133177,67970.29403133177,67970.29403133177,0,BTCUSDT
2026-02-22,67977.90904199042,67977.90904199042,67977.90904199042,67977.90904199042,0,BTCUSDT
2026-02-23,67585.11718938159,67585.11718938159,67585.11718938159,67585.11718938159,0,BTCUSDT
2026-02-24,64577.553200674425,64577.553200674425,64577.553200674425,64577.553200674425,0,BTCUSDT
2026-02-25,64074.11098528222,64074.11098528222,64074.11098528222,64074.11098528222,0,BTCUSDT
2026-02-26,67947.39185585188,67947.39185585188,67947.39185585188,67947.39185585188,0,BTCUSDT
2026-02-27,67469.06040327046,67469.06040327046,67469.06040327046,67469.06040327046,0,BTCUSDT
2026-02-28,65883.99096235317,65883.99096235317,65883.99096235317,65883.99096235317,0,BTCUSDT
2026-03-01,67008.45435746174,67008.45435746174,67008.45435746174,67008.45435746174,0,BTCUSDT
2026-03-02,65713.4989891121,65713.4989891121,65713.4989891121,65713.4989891121,0,BTCUSDT
2026-03-03,68864.03691918531,68864.03691918531,68864.03691918531,68864.03691918531,0,BTCUSDT
2026-03-04,68321.6178484252,68321.6178484252,68321.6178484252,68321.6178484252,0,BTCUSDT
2026-03-05,72669.7701652216,72669.7701652216,72669.7701652216,72669.7701652216,0,BTCUSDT
2026-03-06,70874.98687140146,70874.98687140146,70874.98687140146,70874.98687140146,0,BTCUSDT
2026-03-07,68148.28339966535,68148.28339966535,68148.28339966535,68148.28339966535,0,BTCUSDT
2026-03-08,67271.1907777184,67271.1907777184,67271.1907777184,67271.1907777184,0,BTCUSDT
2026-03-09,66036.15782362667,66036.15782362667,66036.15782362667,66036.15782362667,0,BTCUSDT
2026-03-10,68459.31537095344,68459.31537095344,68459.31537095344,68459.31537095344,0,BTCUSDT
2026-03-11,69883.00887579883,69883.00887579883,69883.00887579883,69883.00887579883,0,BTCUSDT
2026-03-12,70226.818790692,70226.818790692,70226.818790692,70226.818790692,0,BTCUSDT
2026-03-13,70544.42535461926,70544.42535461926,70544.42535461926,70544.42535461926,0,BTCUSDT
2026-03-14,70965.28228600459,70965.28228600459,70965.28228600459,70965.28228600459,0,BTCUSDT
2026-03-15,71217.1010283798,71217.1010283798,71217.1010283798,71217.1010283798,0,BTCUSDT
2026-03-16,72681.9132538886,72681.9132538886,72681.9132538886,72681.9132538886,0,BTCUSDT
2026-03-17,74858.14870100339,74858.14870100339,74858.14870100339,74858.14870100339,0,BTCUSDT
2026-03-18,73926.27899152413,73926.27899152413,73926.27899152413,73926.27899152413,0,BTCUSDT
2026-03-19,71255.86350265636,71255.86350265636,71255.86350265636,71255.86350265636,0,BTCUSDT
2026-03-20,69871.4514796119,69871.4514796119,69871.4514796119,69871.4514796119,0,BTCUSDT
2026-03-21,70552.62530009366,70552.62530009366,70552.62530009366,70552.62530009366,0,BTCUSDT
2026-03-22,68733.54779458739,68733.54779458739,68733.54779458739,68733.54779458739,0,BTCUSDT
2026-03-23,67848.87605821833,67848.87605821833,67848.87605821833,67848.87605821833,0,BTCUSDT
2026-03-24,70892.82823994374,70892.82823994374,70892.82823994374,70892.82823994374,0,BTCUSDT
2026-03-25,70524.51175942823,70524.51175942823,70524.51175942823,70524.51175942823,0,BTCUSDT
2026-03-26,71309.26403856269,71309.26403856269,71309.26403856269,71309.26403856269,0,BTCUSDT
2026-03-27,68791.11093800364,68791.11093800364,68791.11093800364,68791.11093800364,0,BTCUSDT
2026-03-28,66321.016242762,66321.016242762,66321.016242762,66321.016242762,0,BTCUSDT
2026-03-29,66321.06539994745,66321.06539994745,66321.06539994745,66321.06539994745,0,BTCUSDT
2026-03-30,65970.42899513361,65970.42899513361,65970.42899513361,65970.42899513361,0,BTCUSDT
2026-03-31,66699.27436893585,66699.27436893585,66699.27436893585,66699.27436893585,0,BTCUSDT
2026-04-01,68231.83047993251,68231.83047993251,68231.83047993251,68231.83047993251,0,BTCUSDT
2026-04-02,68089.0553821667,68089.0553821667,68089.0553821667,68089.0553821667,0,BTCUSDT
2026-04-03,66891.6645686824,66891.6645686824,66891.6645686824,66891.6645686824,0,BTCUSDT
2026-04-04,66939.69121715311,66939.69121715311,66939.69121715311,66939.69121715311,0,BTCUSDT
2026-04-05,67304.24955635444,67304.24955635444,67304.24955635444,67304.24955635444,0,BTCUSDT
2026-04-06,68985.52642694542,68985.52642694542,68985.52642694542,68985.52642694542,0,BTCUSDT
2026-04-07,68864.23452757328,68864.23452757328,68864.23452757328,68864.23452757328,0,BTCUSDT
2026-04-08,71975.62171045873,71975.62171045873,71975.62171045873,71975.62171045873,0,BTCUSDT
2026-04-09,71117.07713411814,71117.07713411814,71117.07713411814,71117.07713411814,0,BTCUSDT
2026-04-10,71770.7468500515,71770.7468500515,71770.7468500515,71770.7468500515,0,BTCUSDT
2026-04-11,72972.70823557042,72972.70823557042,72972.70823557042,72972.70823557042,0,BTCUSDT
2026-04-12,73053.88808483821,73053.88808483821,73053.88808483821,73053.88808483821,0,BTCUSDT
2026-04-13,70756.75105500016,70756.75105500016,70756.75105500016,70756.75105500016,0,BTCUSDT
2026-04-14,74514.63006655,74514.63006655,74514.63006655,74514.63006655,0,BTCUSDT
2026-04-15,74181.10807228928,74181.10807228928,74181.10807228928,74181.10807228928,0,BTCUSDT
2026-04-16,74833.50639132406,74833.50639132406,74833.50639132406,74833.50639132406,0,BTCUSDT
2026-04-17,75149.1930221427,75149.1930221427,75149.1930221427,75149.1930221427,0,BTCUSDT
2026-04-18,77128.44334858148,77128.44334858148,77128.44334858148,77128.44334858148,0,BTCUSDT
2026-04-19,75728.45681761758,75728.45681761758,75728.45681761758,75728.45681761758,0,BTCUSDT
2026-04-20,73856.05501487634,73856.05501487634,73856.05501487634,73856.05501487634,0,BTCUSDT
2026-04-21,75874.54629352967,75874.54629352967,75874.54629352967,75874.54629352967,0,BTCUSDT
2026-04-22,76350.25202878818,76350.25202878818,76350.25202878818,76350.25202878818,0,BTCUSDT
2026-04-23,78194.78334884858,78194.78334884858,78194.78334884858,78194.78334884858,0,BTCUSDT
2026-04-24,78260.61998045091,78260.61998045091,78260.61998045091,78260.61998045091,0,BTCUSDT
2026-04-25,77444.79563692068,77444.79563692068,77444.79563692068,77444.79563692068,0,BTCUSDT
2026-04-26,77619.14219872655,77619.14219872655,77619.14219872655,77619.14219872655,0,BTCUSDT
2026-04-27,78645.12560170851,78645.12560170851,78645.12560170851,78645.12560170851,0,BTCUSDT
2026-04-28,77361.29911038803,77361.29911038803,77361.29911038803,77361.29911038803,0,BTCUSDT
2026-04-29,76345.22521002527,76345.22521002527,76345.22521002527,76345.22521002527,0,BTCUSDT
2026-04-30,75774.8855230121,75774.8855230121,75774.8855230121,75774.8855230121,0,BTCUSDT
2026-05-01,76286.57710950871,76286.57710950871,76286.57710950871,76286.57710950871,0,BTCUSDT
2026-05-02,78172.07422147921,78172.07422147921,78172.07422147921,78172.07422147921,0,BTCUSDT
2026-05-03,78655.34555331903,78655.34555331903,78655.34555331903,78655.34555331903,0,BTCUSDT
2026-05-03,78717.82761571794,78717.82761571794,78717.82761571794,78717.82761571794,0,BTCUSDT
